,comment,username,time,like
8652,那个坑没有土壤外翻，明显是物体动能撞击造成的，所以不是弹坑。,卡本里喝,2023-10-22 18:40,2.0
8658,哈马斯是巴勒斯坦本土产生的，吉哈德是伊朗给建立的，巴人阵和巴民阵是黎巴嫩真主党给建的,有理性的人,2023-10-23 09:14,4.0
8659,字幕太逆天了，还不如用b站cc字幕，起码不看的时候还不挡画面,青州稗官,2023-10-22 23:15,1.0
8663,想问一下，哈马斯的土法火箭弹一发就那么点战斗部是怎么一发带走几百人的，有点不严谨吧，而且根据现场拍摄的视频进行对比，哈马斯火箭弹也不是那个动静啊，提出批评,阳光开朗大西王,2023-10-22 20:32,3.0
8664,不太像，而且地狱火就算歪了也不可能这么小的坑。那个视频声音是假的配的（没延迟和反射音）不过视频是真的，那种烟花那种坑只有可能是土制火箭弹,霜冰似雪,2023-10-22 18:21,10.0
8665,冲突前的以色列国内反对内塔尼亚胡的jihui可以讲一讲，很有可能作为强硬派的内塔尼亚胡为了国内的前途而故意忽视情报机构提供的信息,LordQuasar,2023-10-22 19:03,2.0
8666,但是希望以色列失败，巴勒斯坦能赢得最后的胜利,火锅艺龙,2023-10-22 23:49,1.0
8667,投币咯，两个,蓝衫锐,2023-10-22 19:02,2.0
8668,置顶点菜区,汪仔汪汪汪,2023-10-22 18:00,11.0
8669,真的很幽默这个语言的魅力加上殿下的语气，真的很爱，请殿下看看我,iBovvvvvvVV,2023-10-22 22:16,3.0
8671,"应该一枚中、大威力的航空炸弹在3、4层楼的位置空爆。绝大部分汽车受冲击波压力顶部向下凹陷，极少车辆被反弹的冲击波（实际是冲击波后的膨胀气体冲击力，激波本身是薄薄一层快速掠过，动量不大，对柔软人体组织杀伤大）掀翻。
 停车场四周都是6层左右的房屋，医院房屋稍矮但也略高于爆破点，导致冲击波向下传播时不衰减，地面住在帐篷、露天病床、睡袋的大量密集人员被震死。楼房之间行走的人员死亡几率也非常大，四周楼房里的人员会被震死少量。
 此爆炸高度与楼顶太阳能电池板接近，所以太阳能电池板受冲击截面很小，基本没有太大损伤。反",____XD_____,2023-10-22 21:49,5.0
8672,那个坑没有土壤外翻，明显是物体动能撞击造成的，所以不是弹坑。,卡本里喝,2023-10-22 18:40,2.0
8678,哈马斯是巴勒斯坦本土产生的，吉哈德是伊朗给建立的，巴人阵和巴民阵是黎巴嫩真主党给建的,有理性的人,2023-10-23 09:14,4.0
8679,字幕太逆天了，还不如用b站cc字幕，起码不看的时候还不挡画面,青州稗官,2023-10-22 23:15,1.0
8683,想问一下，哈马斯的土法火箭弹一发就那么点战斗部是怎么一发带走几百人的，有点不严谨吧，而且根据现场拍摄的视频进行对比，哈马斯火箭弹也不是那个动静啊，提出批评,阳光开朗大西王,2023-10-22 20:32,3.0
8684,不太像，而且地狱火就算歪了也不可能这么小的坑。那个视频声音是假的配的（没延迟和反射音）不过视频是真的，那种烟花那种坑只有可能是土制火箭弹,霜冰似雪,2023-10-22 18:21,10.0
8685,冲突前的以色列国内反对内塔尼亚胡的jihui可以讲一讲，很有可能作为强硬派的内塔尼亚胡为了国内的前途而故意忽视情报机构提供的信息,LordQuasar,2023-10-22 19:03,2.0
8686,但是希望以色列失败，巴勒斯坦能赢得最后的胜利,火锅艺龙,2023-10-22 23:49,1.0
8687,投币咯，两个,蓝衫锐,2023-10-22 19:02,2.0
8689,以色列会对加沙开展地面进攻吗,daoqydz,2023-10-22 18:05,1.0
8690,期待新作品,呵呵哒097,2023-10-22 17:56,2.0
8696,"置顶做了战线图，但不知道后续还能不能用上了。
感谢各位的点赞、投币！！
顿巴斯援助计划已经开始咯~还差3为冠名者！",俄乌战场情报官,2023-10-11 20:30,339.0
8697,鳄鱼试图挤出眼泪，可惜没有挤出来,大唐大法师,2023-10-12 10:44,166.0
8698,地下工事还不足，打仗的时候全部到地下躲着！,珍妮玛士茤,2023-10-12 09:07,20.0
8699,已充电，希望可以改善孩子们的生活，早日步入属于自己的稳定重建时代,一赋橙,2023-10-12 07:45,26.0
8700,埃及：其实我天天都给以色列发警报，一天都没停过…,钢铁索索,2023-10-12 09:08,253.0
8701,俄乌战场情报官-巴以战争情报官-亚欧战区情报官-三战情报官,henry21347,2023-10-12 07:29,68.0
8702,拉宾,向前看有好事,2023-10-12 01:30,10.0
8703,我看弹幕有人说巴铁加油？巴铁是巴基斯坦，不是巴勒斯坦,楠哥_-,2023-10-12 13:46,67.0
8704,居然看到有人在刷加油巴铁九漏鱼这么多么？,月丨未圆,2023-10-12 13:44,13.0
8705,世界霸主只是傀儡还没看过的了解一下,bili_4794007,2023-10-12 07:41,5.0
8706,军事围堵比直接派军事力量进入要残酷得多,超时空要塞堡垒,2023-10-12 08:14,120.0
8707,"“什么？哈马斯果然不是东西，竟然对着以色列平民投掷白磷弹？真不是东西！”

“是以色列向巴勒斯坦投掷的”

“支持以色列的正当防卫举措，不在乎用什么军事手段”",Forz_枫之,2023-10-13 16:40,23.0
8708,奇了怪了，弹幕一堆支持以色列的评论区却一个都没有？支持以色列的都这么藏头露尾么？,钢板警告,2023-10-12 07:49,32.0
8709,加沙地带的战略纵深根本无法支持哈马斯展开游击战,孑小文刂弓长,2023-10-12 09:41,224.0
8710,以呐,绅士米唐,2023-10-12 02:16,50.0
8711,白磷弹是生化武器吧,老是要昵称烦不烦,2023-10-12 12:27,8.0
8712,我只想知道，参加军训打过实弹射击，且被要求去街道办登记了大学生预备役。万一打仗会被列为军事人员么,EurekaC,2023-10-12 10:08,18.0
8713,哈马斯策划的这一次完美行动真的是划入史册的！美俄特种部队都不一定能有这么高的效率！,小色无敌,2023-10-12 09:37,7.0
8714,现在给我的感觉就像看八百那个电影一样，一大群外国记者围观八百抵抗侵略者，大家希望得到国际援助，然后侵略者想方设法阻止援助，还要给自己脸上贴金，像，太像了,星涧喵,2023-10-12 15:13,23.0
8716,对不起，跑个题，“非常值得耐人寻味”是病句，耐人寻味本身含有值得的意思。非常对不起，视频很沉重，强迫症犯了忍不住。,唐青璃,2023-10-12 11:24,7.0
8717,"置顶做了战线图，但不知道后续还能不能用上了。
感谢各位的点赞、投币！！
顿巴斯援助计划已经开始咯~还差3为冠名者！",俄乌战场情报官,2023-10-11 20:30,339.0
8718,鳄鱼试图挤出眼泪，可惜没有挤出来,大唐大法师,2023-10-12 10:44,166.0
8719,地下工事还不足，打仗的时候全部到地下躲着！,珍妮玛士茤,2023-10-12 09:07,20.0
8720,已充电，希望可以改善孩子们的生活，早日步入属于自己的稳定重建时代,一赋橙,2023-10-12 07:45,26.0
8721,埃及：其实我天天都给以色列发警报，一天都没停过…,钢铁索索,2023-10-12 09:08,253.0
8722,俄乌战场情报官-巴以战争情报官-亚欧战区情报官-三战情报官,henry21347,2023-10-12 07:29,68.0
8723,拉宾,向前看有好事,2023-10-12 01:30,10.0
8724,我看弹幕有人说巴铁加油？巴铁是巴基斯坦，不是巴勒斯坦,楠哥_-,2023-10-12 13:46,67.0
8725,居然看到有人在刷加油巴铁九漏鱼这么多么？,月丨未圆,2023-10-12 13:44,13.0
8726,世界霸主只是傀儡还没看过的了解一下,bili_4794007,2023-10-12 07:41,5.0
8727,军事围堵比直接派军事力量进入要残酷得多,超时空要塞堡垒,2023-10-12 08:14,120.0
8728,"“什么？哈马斯果然不是东西，竟然对着以色列平民投掷白磷弹？真不是东西！”

“是以色列向巴勒斯坦投掷的”

“支持以色列的正当防卫举措，不在乎用什么军事手段”",Forz_枫之,2023-10-13 16:40,23.0
8729,奇了怪了，弹幕一堆支持以色列的评论区却一个都没有？支持以色列的都这么藏头露尾么？,钢板警告,2023-10-12 07:49,32.0
8730,加沙地带的战略纵深根本无法支持哈马斯展开游击战,孑小文刂弓长,2023-10-12 09:41,224.0
8731,以呐,绅士米唐,2023-10-12 02:16,50.0
8732,白磷弹是生化武器吧,老是要昵称烦不烦,2023-10-12 12:27,8.0
8733,我只想知道，参加军训打过实弹射击，且被要求去街道办登记了大学生预备役。万一打仗会被列为军事人员么,EurekaC,2023-10-12 10:08,18.0
8734,哈马斯策划的这一次完美行动真的是划入史册的！美俄特种部队都不一定能有这么高的效率！,小色无敌,2023-10-12 09:37,7.0
8735,现在给我的感觉就像看八百那个电影一样，一大群外国记者围观八百抵抗侵略者，大家希望得到国际援助，然后侵略者想方设法阻止援助，还要给自己脸上贴金，像，太像了,星涧喵,2023-10-12 15:13,23.0
8737,对不起，跑个题，“非常值得耐人寻味”是病句，耐人寻味本身含有值得的意思。非常对不起，视频很沉重，强迫症犯了忍不住。,唐青璃,2023-10-12 11:24,7.0
8738,希望世界和平。,未尽江秋欢,2023-10-12 12:35,3.0
8739,做媒体立场太过偏颇，没有对错，只有利益,Old-organ,2023-10-12 09:37,3.0
8740,炖绿豆汤,Cxgggww,2023-10-12 08:17,3.0
8741,up主还差冠名者嘛,jmsan,2023-10-11 20:36,1.0
8742,这个冠名是什么？送生活品还是无人机,aimar艾玛,2023-10-12 07:33,2.0
8743,从来没给别喷投过币，攒了3年的币全投给你,梧桐树186号,2023-10-12 09:34,7.0
8744,彻底了结？那么恐怖？,温柔的野马爱吃鱼,2023-10-12 00:57,3.0
8745,up加油 谢谢分享,几得清明,2023-10-11 20:17,3.0
8746,以史为证，以现实为证，只有强大，才能保护你和家人，不管是国家的强大还是自己的强大,吃饭3333,2023-10-12 11:44,2.0
8747,地圖上是看不到巴勒斯坦嗎,花は眠れない,2023-10-12 11:08,1.0
8748,哈纳斯需要钢蛋姆才能扭转乾坤,爽爽酱,2023-10-12 13:59,2.0
8750,"入境埃及一天2000,为啥十年才能跑完？",福尔摩锶,2023-10-12 15:22,2.0
8757,虽然我很难，但是巴人民更难，还好我有花呗，已充电，加油，愿世界没有战争，,冰红茶hh,2023-10-12 11:48,1.0
8758,拜占庭痛诉十字军罪行,seek1414,2023-10-14 17:16,125.0
8759,"“照相机之外”这五个字说得太好了。👍

以后，面对世界的主流声音，被整个西方媒体所把控的舆论环境下，对活在信息茧房以及狭隘偏见之中的普通公众，完全可以抛出“这五个字”让过度依赖媒体获取信息的人群，回答一下现实，思考一下什么是真？什么才是假？

照相机拍到的就是事实的全部吗？
照相机之外的真实世界你看过吗？

有力且尖锐。我喜欢！！！",水面上的一缕清风,2023-10-14 19:01,393.0
8760,正在看这哥们儿写的《房间里的成年人》，对希腊债务危机有了新的认识，牛人,大曼谷鳄鱼MC,2023-10-14 19:44,105.0
8761,"有""钱""能使鬼推磨
有""前""能使人正常",企鵝浩,2023-10-14 17:19,2817.0
8762,我记得这哥们在位时也是正常人。,Mr4放浪男爵,2023-10-14 17:27,1064.0
8763,"大部分的圣母只会从结果想事，说哈马斯先动手，所以哈马斯有错
很少会有从根源，从真正的问题根源出发的，
不过也有可能是因为他的称呼里带一个“前”字",不高兴1,2023-10-15 03:48,29.0
8764,"还是川皇透彻。
川皇退位后，一次接受媒体采访表达对联邦债务提高的反对。
记者问他，你在位的时候是主张提高债务的。
川皇答：因为当时我是总统。
记者问：你为什么现在不支持了？
川皇答：因为我现在不是总统。",明厉锋,2023-10-14 20:20,105.0
8765,不愧是带了＂前＂字的，实话终于可以说了，也是憋了好久…,雲駿纔,2023-10-14 17:14,2233.0
8766,这个前财长是不是曾经帮助steam创建steam市场系统的那个人,御用测试君,2023-10-14 17:15,654.0
8767,在任会使人降智，离任会让人清醒,三十亿AIkun总教头,2023-10-14 17:30,101.0
8768,好像伏地魔,假美食Co主,2023-10-14 17:14,256.0
8769,原来全世界都能看清局势。但偏偏有那么一伙人众人皆醒我独醉,风尘逍遥子,2023-10-14 17:17,33.0
8770,目前最为中肯的发言； 很多媒体都在转移矛盾。,老凉凉,2023-10-14 17:18,107.0
8771,"认错不代表曾经的过错能磨灭；
犯错不影响积极的认错受欢迎。",碧水月空明,2023-10-14 17:26,9.0
8772,事实就在那里，可是有些人不愿意看罢了,长垣守望斯尼奇,2023-10-14 17:15,46.0
8773,经典前,杨汲黯,2023-10-14 17:13,35.0
8774,经典之经典前部长，不过也好奇离开职位后驱使他们发声的是什么呢,淋雨的折木,2023-10-14 17:49,2.0
8775,"1.所以不要变着法的侵略别人的领土，生生不息的还得是本国人。
2.请想想，世界上有那么多物种，但为什么要规定有外来物种入侵呢",INFP的我,2023-10-14 17:29,3.0
8776,欧洲难得有良知之人呐！！！只可惜太稀少,云边孤雁0608,2023-10-14 19:40,3.0
8777,"借用鲁迅先生两句话：
不在沉默中爆发， 就在沉默中灭亡。
墨写的谎言，决掩不住血写的事实。",Hootin-C,2023-10-16 01:10,1.0
8778,拜占庭痛诉十字军罪行,seek1414,2023-10-14 17:16,125.0
8779,"“照相机之外”这五个字说得太好了。👍

以后，面对世界的主流声音，被整个西方媒体所把控的舆论环境下，对活在信息茧房以及狭隘偏见之中的普通公众，完全可以抛出“这五个字”让过度依赖媒体获取信息的人群，回答一下现实，思考一下什么是真？什么才是假？

照相机拍到的就是事实的全部吗？
照相机之外的真实世界你看过吗？

有力且尖锐。我喜欢！！！",水面上的一缕清风,2023-10-14 19:01,393.0
8780,正在看这哥们儿写的《房间里的成年人》，对希腊债务危机有了新的认识，牛人,大曼谷鳄鱼MC,2023-10-14 19:44,105.0
8781,"有""钱""能使鬼推磨
有""前""能使人正常",企鵝浩,2023-10-14 17:19,2817.0
8782,我记得这哥们在位时也是正常人。,Mr4放浪男爵,2023-10-14 17:27,1064.0
8783,"大部分的圣母只会从结果想事，说哈马斯先动手，所以哈马斯有错
很少会有从根源，从真正的问题根源出发的，
不过也有可能是因为他的称呼里带一个“前”字",不高兴1,2023-10-15 03:48,29.0
8784,"还是川皇透彻。
川皇退位后，一次接受媒体采访表达对联邦债务提高的反对。
记者问他，你在位的时候是主张提高债务的。
川皇答：因为当时我是总统。
记者问：你为什么现在不支持了？
川皇答：因为我现在不是总统。",明厉锋,2023-10-14 20:20,105.0
8785,不愧是带了＂前＂字的，实话终于可以说了，也是憋了好久…,雲駿纔,2023-10-14 17:14,2233.0
8786,这个前财长是不是曾经帮助steam创建steam市场系统的那个人,御用测试君,2023-10-14 17:15,654.0
8787,在任会使人降智，离任会让人清醒,三十亿AIkun总教头,2023-10-14 17:30,101.0
8788,好像伏地魔,假美食Co主,2023-10-14 17:14,256.0
8789,原来全世界都能看清局势。但偏偏有那么一伙人众人皆醒我独醉,风尘逍遥子,2023-10-14 17:17,33.0
8790,目前最为中肯的发言； 很多媒体都在转移矛盾。,老凉凉,2023-10-14 17:18,107.0
8791,"认错不代表曾经的过错能磨灭；
犯错不影响积极的认错受欢迎。",碧水月空明,2023-10-14 17:26,9.0
8792,事实就在那里，可是有些人不愿意看罢了,长垣守望斯尼奇,2023-10-14 17:15,46.0
8793,经典前,杨汲黯,2023-10-14 17:13,35.0
8794,经典之经典前部长，不过也好奇离开职位后驱使他们发声的是什么呢,淋雨的折木,2023-10-14 17:49,2.0
8795,"1.所以不要变着法的侵略别人的领土，生生不息的还得是本国人。
2.请想想，世界上有那么多物种，但为什么要规定有外来物种入侵呢",INFP的我,2023-10-14 17:29,3.0
8796,欧洲难得有良知之人呐！！！只可惜太稀少,云边孤雁0608,2023-10-14 19:40,3.0
8797,"借用鲁迅先生两句话：
不在沉默中爆发， 就在沉默中灭亡。
墨写的谎言，决掩不住血写的事实。",Hootin-C,2023-10-16 01:10,1.0
8799,谁说欧美不会反思。,茶叶雪花蛋,2023-10-14 17:18,6.0
8801,很大一部分西方人，尤其是冷战过来的人，每个人头脑都是清醒的，但就是因为清醒才会去做那些事情。因为很多西方人害怕其他国家的崛起以威胁自己的地位，就像阿美莉卡就是因为知道我们国家走得道路是对的，才会害怕，才会处处敌视我们，不是因为他们无知，是因为他们知道那是对得而已。,秋瑾萱-我家诺诺-,2023-10-14 22:15,2.0
8802,这位可是在位时也敢实事求是说一些真话的，并不是因为退下来了才敢说的，反而是敢说才被人弄下来的,JackSuperAce,2023-10-15 11:01,6.0
8805,卧槽，真勇啊，不怕过俩天背后八枪被紫砂啊,周少孑,2023-10-14 17:20,8.0
8814,一个正直勇敢的欧洲友人。,红旗手181005,2023-10-14 18:29,6.0
8815,古话说得好，天下兴亡，匹夫无责。,倪撑,2023-10-15 08:15,1.0
8817,不得不说身处漩涡中就容易大脑宕机，而“前”的头衔让高官恢复了高知身份,Special丶幻,2023-10-14 18:25,1.0
8818,筚路蓝缕的邻居们，肩扛手提，从自己贫瘠的家园里拿出一部分给更苦的巴勒斯坦。😭,曹阿瞒毒设相思局,2023-10-13 20:02,337.0
8819,没有绝对善良和邪恶的民族只有坏人和好人之分,我是乌贼的爷爷,2023-10-13 22:07,49.0
8820,真大卫投石索，敢勇斗恶龙！借用教员的话：哪里有压迫那里就有反抗！ 像为生存和自由而战的巴勒斯坦人民致以崇高敬意。同样经历过民族生死存亡的我们感同身受！,一招鲜吃变天,2023-10-13 20:57,36.0
8821,真的，由于现在互联网的发达，让我们真正看到了巴勒斯坦地区的人民正在遭受怎样的苦难，也促进了这次中东人民前所未有的团结，几乎全世界各地的人都在声援巴勒斯坦，这在前5次中东战争乃至以前巴以冲突中从来没有出现的,植觉361,2023-10-13 18:32,379.0
8822,哈瑞迪光辉的时刻,功德林大学以籍留学生,2023-10-13 21:35,43.0
8823,最开始还当热闹看，看着看着想起了100年前的我们，感同身受，越看越不是滋味，越来越不敢看,剑指未来,2023-10-13 18:08,1055.0
8824,反抗压迫！追求国家与民族独立与自由！,热切吃瓜群众,2023-10-13 18:25,361.0
8825,很多人骂保守者怎么怎么样，可是很多保守者他们真的具有保守者所遵从的传统也好，宗教也好，礼乐也好，所规定的美德。,无尾熊的小尾巴,2023-10-13 23:42,59.0
8826,真正的信仰，而不是杀戮和侵占的借口,霹雳震三山,2023-10-13 18:07,523.0
8827,很欣慰原来世界还用人为了正义在努力抗争着，正义永存，黑暗的笼罩总有一天会透出光明，只是在这中间会有多少人牺牲,逆战天下哈哈,2023-10-13 17:50,112.0
8828,九十年前我们的前辈们就经历过这一切，但是我们最后赢得了胜利！希望巴勒斯坦人民这次也能赢的胜利！打倒侵略者夺回失去的每一寸土地重建家园！,黑白片段,2023-10-13 20:55,155.0
8829,"按理说那些一神教都可以有教无国，只不过耶路撒冷的地位比较特殊，所以必须在那抢块地。
但耶路撒冷其实对基督教和犹太教更重要，穆斯林那边意义弱一些。沙特的两个圣地就有足够的宣称了。
其实可以参考梵蒂冈，做一个永久中立区，而且不属于任何国家。",犹豫不会败北,2023-10-14 10:05,7.0
8830,哈瑞迪人在全世界各地其实都是不参政的典型，即使受到迫害，他们也不加入世俗政权，但同时他们不是不事生产的人，他们习惯于从事手工业和小农经济，主张自给自足,球圣奈良冈功大,2023-10-13 23:11,108.0
8831,埃及的皮卡和人力往加沙送物资，我一下就想到《流浪地球1》里的饱和式救援。世界人民大团结万岁！,KindurEyjafjalla,2023-10-13 20:12,549.0
8832,真正共存而不是单方面屠,adios秋末,2023-10-13 17:49,37.0
8833,我在想，在中国沦为半殖民地半封建社会的时代，当我们的旧军队一溃千里沦为东亚病夫；当鹰、犬、熊等六种动物出现在时局图上；当东方的耶路撒冷被从一个殖民者手中转交给另一个殖民者；当两个国家以东北为棋盘在中国的国土上开战；当我们民族四分五裂军阀割据争相为列强的代理人；当我们国土大片沦丧，拿着简陋的武器抵抗侵略；是否，那些以刀枪拳脚面对洋枪火炮的义和团，就像用石头还击子弹的巴勒斯坦人民？是否，南洋的捐款捐物，川军的亡命支援，东北的绝境抵抗，华北的敌后破坏，也如同加沙，如同埃及，如同阿拉伯世界？我觉得我们要仔细的看，,烈焰烈焰烈焰烈焰,2023-10-13 23:06,246.0
8834,这才是真正的信仰，而不是我们用来敛财的信仰，更不是以色列用来敛权的信仰，真正的信仰应该留在心中，而不是用他来获取利益。世俗化的地方都很幸福就是因为神不可沾惹，利用到了神就背上了审判的枷锁。,我就想飞高高,2023-10-13 17:44,262.0
8835,这是觉醒，绽放着名为人类的光辉，如果世人真的能看到这种屠杀而无动于衷，那将是人类的灭绝的开端！我过去反对纳粹屠杀犹太，今天亦反对犹太屠杀巴勒斯担！加油，巴勒斯担人，加油，世间一切爱好和平的陌生人！,慢慢熬着,2023-10-13 21:05,115.0
8836,这人比那些说些仁义道德的家伙，他才是伟大的,wszjllg,2023-10-13 21:12,17.0
8837,我的建议是，大家可以同情巴勒斯坦的人民，可以唾弃西方的恶行。甚至可以敬佩加沙人民向死而生的勇气。但不要为了反对而选边站，因为反纳粹和反极端宗教对我们来说都是迫切问题。,虹口小大宝,2023-10-13 22:45,15.0
8838,筚路蓝缕的邻居们，肩扛手提，从自己贫瘠的家园里拿出一部分给更苦的巴勒斯坦。😭,曹阿瞒毒设相思局,2023-10-13 20:02,337.0
8839,没有绝对善良和邪恶的民族只有坏人和好人之分,我是乌贼的爷爷,2023-10-13 22:07,49.0
8840,真大卫投石索，敢勇斗恶龙！借用教员的话：哪里有压迫那里就有反抗！ 像为生存和自由而战的巴勒斯坦人民致以崇高敬意。同样经历过民族生死存亡的我们感同身受！,一招鲜吃变天,2023-10-13 20:57,36.0
8841,真的，由于现在互联网的发达，让我们真正看到了巴勒斯坦地区的人民正在遭受怎样的苦难，也促进了这次中东人民前所未有的团结，几乎全世界各地的人都在声援巴勒斯坦，这在前5次中东战争乃至以前巴以冲突中从来没有出现的,植觉361,2023-10-13 18:32,379.0
8842,哈瑞迪光辉的时刻,功德林大学以籍留学生,2023-10-13 21:35,43.0
8843,最开始还当热闹看，看着看着想起了100年前的我们，感同身受，越看越不是滋味，越来越不敢看,剑指未来,2023-10-13 18:08,1055.0
8844,反抗压迫！追求国家与民族独立与自由！,热切吃瓜群众,2023-10-13 18:25,361.0
8845,很多人骂保守者怎么怎么样，可是很多保守者他们真的具有保守者所遵从的传统也好，宗教也好，礼乐也好，所规定的美德。,无尾熊的小尾巴,2023-10-13 23:42,59.0
8846,真正的信仰，而不是杀戮和侵占的借口,霹雳震三山,2023-10-13 18:07,523.0
8847,很欣慰原来世界还用人为了正义在努力抗争着，正义永存，黑暗的笼罩总有一天会透出光明，只是在这中间会有多少人牺牲,逆战天下哈哈,2023-10-13 17:50,112.0
8848,九十年前我们的前辈们就经历过这一切，但是我们最后赢得了胜利！希望巴勒斯坦人民这次也能赢的胜利！打倒侵略者夺回失去的每一寸土地重建家园！,黑白片段,2023-10-13 20:55,155.0
8849,"按理说那些一神教都可以有教无国，只不过耶路撒冷的地位比较特殊，所以必须在那抢块地。
但耶路撒冷其实对基督教和犹太教更重要，穆斯林那边意义弱一些。沙特的两个圣地就有足够的宣称了。
其实可以参考梵蒂冈，做一个永久中立区，而且不属于任何国家。",犹豫不会败北,2023-10-14 10:05,7.0
8850,哈瑞迪人在全世界各地其实都是不参政的典型，即使受到迫害，他们也不加入世俗政权，但同时他们不是不事生产的人，他们习惯于从事手工业和小农经济，主张自给自足,球圣奈良冈功大,2023-10-13 23:11,108.0
8851,埃及的皮卡和人力往加沙送物资，我一下就想到《流浪地球1》里的饱和式救援。世界人民大团结万岁！,KindurEyjafjalla,2023-10-13 20:12,549.0
8852,真正共存而不是单方面屠,adios秋末,2023-10-13 17:49,37.0
8853,我在想，在中国沦为半殖民地半封建社会的时代，当我们的旧军队一溃千里沦为东亚病夫；当鹰、犬、熊等六种动物出现在时局图上；当东方的耶路撒冷被从一个殖民者手中转交给另一个殖民者；当两个国家以东北为棋盘在中国的国土上开战；当我们民族四分五裂军阀割据争相为列强的代理人；当我们国土大片沦丧，拿着简陋的武器抵抗侵略；是否，那些以刀枪拳脚面对洋枪火炮的义和团，就像用石头还击子弹的巴勒斯坦人民？是否，南洋的捐款捐物，川军的亡命支援，东北的绝境抵抗，华北的敌后破坏，也如同加沙，如同埃及，如同阿拉伯世界？我觉得我们要仔细的看，,烈焰烈焰烈焰烈焰,2023-10-13 23:06,246.0
8854,这才是真正的信仰，而不是我们用来敛财的信仰，更不是以色列用来敛权的信仰，真正的信仰应该留在心中，而不是用他来获取利益。世俗化的地方都很幸福就是因为神不可沾惹，利用到了神就背上了审判的枷锁。,我就想飞高高,2023-10-13 17:44,262.0
8855,这是觉醒，绽放着名为人类的光辉，如果世人真的能看到这种屠杀而无动于衷，那将是人类的灭绝的开端！我过去反对纳粹屠杀犹太，今天亦反对犹太屠杀巴勒斯担！加油，巴勒斯担人，加油，世间一切爱好和平的陌生人！,慢慢熬着,2023-10-13 21:05,115.0
8856,这人比那些说些仁义道德的家伙，他才是伟大的,wszjllg,2023-10-13 21:12,17.0
8857,我的建议是，大家可以同情巴勒斯坦的人民，可以唾弃西方的恶行。甚至可以敬佩加沙人民向死而生的勇气。但不要为了反对而选边站，因为反纳粹和反极端宗教对我们来说都是迫切问题。,虹口小大宝,2023-10-13 22:45,15.0
8858,我记得21年也打过一次，那一次有现在这样团结吗？,随VS便,2023-10-13 22:22,18.0
8859,世上何时才能没有压迫，希望巴勒斯坦人民早日脱离苦难,我爱的都平安,2023-10-13 23:29,5.0
8860,而你 我眼前的哈瑞迪朋友 你才是敢于直面强权的伟大教士,307医院精神科李主任,2023-10-13 21:07,84.0
8861,既然生活在一起，就应该互相包容，互相了解？,bili_44319069835,2023-10-13 22:10,1.0
8862,很高兴见证新时代的到来，成为世界未有之大变局的一员,veteran110,2023-10-13 20:51,15.0
8863,犹太教级还有很多分支,肖-战糊了,2023-10-13 20:16,24.0
8864,这就是自媒体崛起真正的意义,霍禹成,2023-10-13 20:28,184.0
8865,借用人民英雄纪念碑上一段话:所有英勇抵抗外敌入侵和为国家独立、民族解放作出牺牲的英雄们永垂不朽！,月冶猫,2023-10-13 23:27,24.0
8867,很高兴看到评论区感觉大家越来越认识到犹太人、以色列人、犹太教人、犹太复国人等之间的区别,想被瑟提踩着辱骂,2023-10-14 03:32,10.0
8868,据巴勒斯坦通讯社12日消息，联合国近东巴勒斯坦难民救济和工程处（近东救济工程处）在其关于加沙地带局势的最新报告中表示，目前加沙地带有超过34万巴勒斯坦人流离失所，避难所已过度拥挤，食物和饮用水数量有限。,shimufei,2023-10-13 22:09,18.0
8869,全世界的人民眼睛是雪亮的，心灵是干净的。,依旧没有神的光环,2023-10-13 20:39,18.0
8870,那些义无反顾乘着滑翔伞飞向以色列敌人的哈马斯战士，那些被轰炸的手无寸铁的加沙难民,十三叔来了,2023-10-13 21:22,27.0
8871,犹太教的原教旨主义应该是世界宗教最理性的原教旨主义了吧。他们的教义完全来自于摩西和犹太先贤。,khambition,2023-10-14 00:17,1.0
8872,理性看待，呼唤真正的和平和正义，人类的社会发展了几千年，不是为了让战争不断上演。犹太人作为一个素质较高，出了很多杰出人物的民族，也应当有自己的良知，尊重巴勒斯坦人民的生存权和主权。,alphazero1,2023-10-14 00:17,4.0
8873,哈瑞迪虽然保守的过头了，但是真的硬气,風之鈴音,2023-10-14 00:42,2.0
8878,“甚至不断推动沙特，阿联酋，卡塔尔，约旦等国家与以色列关系正常化，实现中东地区的相对和平”这不是好事吗？,阿巴啦啦啦噜噜噜,2023-10-16 21:31,14.0
8879,最大的努力不就是呼吁吗,惊雷听雨眠,2023-10-19 11:27,5.0
8880,现在其实就是收复台湾的最好时间 也可以拖住美丽国 迫使美丽国不能两顾 更能间接的阻止中东更大规模的战争,亚郎风,2023-10-16 22:15,7.0
8881,這是要種族滅絕嗎猶太人真的太沒人性,漂洋過海de茶葉蛋,2023-10-16 20:34,12.0
8882,自从来了巴以冲突俄乌冲突就没人问了,你妞妞的,2023-10-17 18:48,4.0
8883,美国是想当屠夫的看门狗🐶？,难啊难不,2023-10-17 07:02,2.0
8885,“甚至不断推动沙特，阿联酋，卡塔尔，约旦等国家与以色列关系正常化，实现中东地区的相对和平”这不是好事吗？,阿巴啦啦啦噜噜噜,2023-10-16 21:31,14.0
8886,最大的努力不就是呼吁吗,惊雷听雨眠,2023-10-19 11:27,5.0
