,Title,Content,time,Location,IDIndex,platform
56,临时停火协议到期 巴以冲突再起,"当地时间12月2日，以军持续攻击加沙地带多个目标，哈马斯对以色列实施火箭弹袭击。据加沙地带卫生部门声明，以军恢复军事行动以来，已造成约200名巴勒斯坦人死亡。以方称停火谈判陷僵局谈判组离开卡塔尔，并表示哈马斯拒绝释放17名被扣押妇女儿童，致停火中断。哈马斯方面则表示已释放扣押的所有妇女和未成年人，全面停火前不会再进行被扣押人员交换。
更多精彩资讯请在应用市场下载“央广网”客户端。欢迎提供新闻线索，24小时报料热线400-800-0088；消费者也可通过央广网“啄木鸟消费者投诉平台”线上投诉。版权声明：本文章版权归属央广网所有，未经授权不得转载。转载请联系：cnrbanquan@cnr.cn，不尊重原创的行为我们将追究责任。",2023/12/3 13:50,北京,1,wangyi
57,影响巴以和平进程的五个核心问题,"

影响巴以和平进程的五个难题
中东问题是二战后连续至今时间最长的一个地区热点问题，其核心是巴以问题。但由于巴以冲突不断以及双方在许多问题上分歧严峻,和平进程步履困难。
据1993年巴以签署的《奥斯陆协议》，巴以争端中的棘手问题将在巴以最终地位谈判中解决。由于在核心问题上分歧巨大，巴以至今未能签署永久性和平协议。
以下是影响巴以和平进程的五个核心问题：
1.耶路撒冷地位问题
耶路撒冷位于巴勒斯坦地区中部，是犹太教、基督教和伊斯兰教的共同圣地。1947年11月联合国大会通过巴勒斯坦分治决议，规定耶路撒冷为国际共管都市。但以色列在1967年第三次中东战争中，占据了整个耶路撒冷，并在1980年通过法案，宣布耶路撒冷为永久首都。对此巴勒斯坦并不予以承认，也在1988年通过《独立宣言》,宣布建国,首都设在耶路撒冷,以色列必须全部放弃。
耶路撒冷是犹太教、基督教（包括天主教、新教、东正教）、伊斯兰教（包括逊尼派、什叶派）的圣地。
2.边界划分问题
1947年联合国大会通过决议,规定在2.7万平方公里的巴勒斯坦地区建立一个“犹太国”和一个“阿拉伯国”,并划分了界限。1948年以色列国宣告成立，但阿拉伯人因拒绝分治决议仍未建国。在随后爆发的第一次和第三次中东战争中,以色列占据了几乎全部“阿拉伯国”的领土。此时，巴勒斯坦坚持要在1967年战争爆发前的边界内建国,但以色列政府则坚持不撤出战争后的边界线
3.犹太人定居点问题
以色列是世界上唯一以移民定居而形成的国家。1967年第三次中东战争结束后，以色列开始在被占据土上修建犹太人定居点。几十年间,以色列先后建立了两百多个定居点。在巴以和谈中,巴方一直要求以方必须拆除所有定居点。目前，以色列在约旦河西岸有一百多个定居点，人口约20万。
4.难民回归问题
巴勒斯坦难民问题是历次中东战争特别是第一次和第三次中东战争的产物。巴勒斯坦是一个海外民众多于本土民众的国家，截至2022年6月，巴勒斯坦人口约1350万人，其中留在加沙地带和约旦河西岸人口为523万，其余主要为在外的难民。
联合国通过第194号决议,给予巴勒斯坦难民回归权。但难民回归问题将涉及巴、以等中东相关国家的民族构成、人口比重和社会安全等重大利益。因此,以色列坚持巴勒斯坦难民就地安置,反对回归。
5.水资源分配问题
巴勒斯坦地区60%以上属于干旱和半干旱地区，包括地表水、河流和地下水等可再生水资源总量估量为20亿立方米。巴以关于水资源分配涉及边界划分、犹太人定居点前途等问题。因此，以色列主张共同治理水资源；巴勒斯坦则坚持收回所有加沙和约旦河西岸水利设施的所有权,拒绝接受与以共同治理水资源。
总之，巴以冲突长期未获解决,给国际社会带来极大的不稳定因素。在可以预见的未来，由于巴以在各核心问题上分歧较大，巴以和平之路仍很漫长。
巴勒斯坦领土（红色）及实际操纵领土（深红色）",2023/12/3 14:10,广东,1,wangyi
58,巴以停火结束 冲突或呈现打打停停局面,"原标题：巴以停火结束 冲突或呈现打打停停局面
经过7天的临时停火，以色列和巴勒斯坦伊斯兰抵抗运动（哈马斯）12月1日在加沙地带重新交火。分析人士认为，双方有关交换被扣押人员的谈判进入深水区，难以很快达成妥协，需要通过军事行动向对方施压。但谈判目前仍是双方的首选，冲突未来可能呈现边打边谈、打打停停的局面。
停火未能再延长
以色列和哈马斯于当地时间11月24日上午7时开始为期4天的临时停火，此后双方在11月27日和30日分别将停火期限延长2天和1天。当地时间12月1日上午7时是第二次延长后的临时停火最后期限。
以色列国防军随即宣布已恢复在加沙地带的作战，以军战机正在打击加沙地带的哈马斯目标。以军指责哈马斯破坏临时停火协议，称以色列领土遭到多枚自加沙地带发射的火箭弹袭击。
以色列总理办公室发表声明称，随着作战恢复，以政府致力于实现“解救人质、消灭哈马斯、确保加沙永不对以色列居民构成威胁”的目标。
巴勒斯坦消息人士告诉新华社记者，以军已对加沙地带北部、中部和南部多个地区发动空袭，并与巴方武装人员在加沙城等地发生激烈冲突。据巴勒斯坦电视台报道，空袭已导致至少32名巴勒斯坦人丧生，另有数十人受伤。
谈判进入深水区
此前的临时停火，是哈马斯以释放部分被扣押的以色列人为条件，换取以方释放部分在押的巴勒斯坦人并暂停在加沙地带的军事行动。根据双方约定，哈马斯每释放10名以色列被扣押者，可以换取以方延长一天停火。但这是针对平民，随着哈马斯可以释放的被扣押平民越来越少，交换扣押的以方军人必然会被提上日程，哈马斯也会提出更高要价。
2011年，以色列为换回被俘的以军士兵吉拉德·沙利特，就释放了1027名关押的巴勒斯坦人，其中包括不少哈马斯的重要人物。
更高的要价也意味着谈判进入深水区。据巴勒斯坦媒体11月29日报道，哈马斯在谈判中提出，若想换回被扣押的以军士兵，以色列必须承诺长期停火、解除对加沙地带的封锁、释放所有在押的8500多名巴勒斯坦人，以方当天对此予以拒绝。
此外，以军估计其近期军事行动打死哈马斯武装人员约5000多人，而哈马斯总共有约2.5万名武装人员。显然，以方远未实现“消灭哈马斯”的军事目标。由于担心停火太久会给哈马斯喘息之机，以总理内塔尼亚胡曾明确表示只能接受最长10天的临时停火。
未来或打打停停
分析人士认为，冲突再起并不意味着以色列和哈马斯停止了接触，谈判仍是一段时间内双方的首选。
首先，双方都有停火需求。从以色列方面看，还有许多被扣押者尚未获释。此前以方的军事行动未能救出被扣押者，反而是通过谈判和临时停火实现了部分被扣押者的获释。家属们要求继续解救被扣押者，以政府在国内面临的延长停火的政治压力较大。从哈马斯方面看，以方军事打击和封锁不仅破坏军事设施，令哈马斯缺乏补给，还导致加沙大量平民伤亡和流离失所。哈马斯也迫切希望与以方停火获得休整和补给的机会，缓解加沙民众的艰难处境。
其次，国际社会仍在努力劝和促谈。自冲突爆发以来，以军军事行动导致加沙人道状况不断恶化，停火止战已成为国际社会主流声音，多国都在积极斡旋。多家外媒报道，恢复加沙停火的努力正在进行中。英国广播公司援引匿名巴勒斯坦消息人士的话说，谈判正在通过调解人进行。
再次，以色列的主要支持者美国开始减弱对以的支持。美国此前因过于偏袒以色列而饱受国际社会批评。美国全国广播公司日前发布的民调显示，56%的选民不支持拜登政府应对本轮巴以冲突的方式。迫于国内外压力，美国开始对以色列加以约束。美国国务卿布林肯11月30日到访以色列与内塔尼亚胡会谈时表示，美方反对造成平民大规模伤亡，要求以方在今后的军事行动中更为“精准”。巴勒斯坦圣城大学教授艾哈迈德·拉菲克·阿瓦德指出，以色列政府不仅面临来自国内民众和国际上的压力，西方对以色列的支持也在减弱。
鉴于此，分析人士认为，今后谈判将会继续，双方在无法谈拢的情况下，会通过军事行动向对方施压。一旦一方有所让步，军事行动就可能暂停。因此，下阶段巴以冲突可能呈现出打打停停的局面。
尽管双方短期内会寻求谈判，但从以色列国内来看，要实现真正意义上的停火止战并不容易。目前以色列执政联盟中的极右翼政党坚持通过军事行动彻底消灭哈马斯，民间类似的呼声也较强，如果以方中止军事行动或降低行动强度导致战事延长而无法实现目标，很可能引发这部分民众不满和极右翼政党退出执政联盟，进而导致政府垮台。从长期来看，未来以色列不论谁执政都将面临“应对哈马斯威胁”这个首要任务。
记者吕迎旭、张天朗",2023/12/3 14:30,北京,1,wangyi
59,巴以战火重燃，加沙医院再次上演“死亡芭蕾”,"在加沙地带南部的汗尤内斯，以色列和哈马斯的停战协议一周后，纳赛尔医院的停尸房再次被填满。法新社在周六的报道中描述了以色列从空中、海上和地面集中向该镇开火的情景。据华尔街日报引述以色列官员指出，以色列最高军情单位正在按照总理内塔尼亚胡的命令，制定猎杀住在黎巴嫩、土耳其和卡塔尔等地哈马斯高层的相关计划。



一位目击者告诉法新社：“我的儿子穆罕默德正试图把妇女和儿童从我们的帐篷里救出来，但一块弹片击中了他的头部，然后爆炸了...... ”这位皮肤黝黑的妇女泪流满面地回忆道：“他们一家当时已经离开了加沙的家。10月27日，也就是伊斯兰哈马斯对加沙发动致命袭击20天后，以色列军队就在那里发起了地面行动。”
以色列军队的坦克开进了该市的许多区，命令北部的所有加沙人--约110万人--离开。即使在今天，根据以色列军队和与其作战的巴勒斯坦武装团体的宣传，当地仍在激烈交战。这场战争的残酷和无情程度让人感到震惊，它揭示了以色列和哈马斯之间紧张关系的持续以及冲突对平民的影响。",2023/12/3 15:40,陕西,1,wangyi
60,战火再次被点燃，巴以临时停火协议失效！,"

截至12月2日，本轮巴以冲突已经持续了将近两个月，这两个月于全世界都是一种煎熬，绝大多数人都希望战争能早日结束，希望巴以双方能和平解决冲突。
然而十分遗憾的是，这场冲突并没有那么容易解决，先前的停火只是暴风雨前的宁静，只会让加沙人民再度陷入绝望，人们所期待的永久停火成了泡影，以方的扩张心思从未歇下。
12月1日，以方和巴勒斯坦伊斯兰抵抗运动（哈马斯）再次起了冲突，双方竟是互相指责了起来。
﻿以色列总理办公室发布消息称，哈马斯违反了临时停火协议，没有履行释放所有被扣押妇女的义务，并向以色列发射火箭弹…………哈马斯方面应承受最沉重的打击，以方将恢复对加沙地带的军事行动。
而哈马斯方面则是表示，以方应对重启冲突负责，因为以方从未想过停火，尽管哈马斯与以方就延长临时停火进行了一整夜的谈判，但以方仍是拒绝了哈马斯关于释放被扣押人员的所有提议，就连调解员都无法扭转局势。
调解员对当前的情况提出了数个建议，哈马斯方面接受了三个，但以方却是连说了好几次“不”，他们不打算和平的谈下去…………
简单的说就是，由于种种原因，巴以双方谈崩了，这场战争不是想停就能停的，以方有信心用战争解决所有的问题。
可战争真的能解决所有的问题吗？
恐怕也是不能的！
中东国家与加沙地区的联系不是三两句话就能说清的，唇亡齿寒，战争打响，谁都无法置身事外，甚至极有可能发生战火蔓延情况，毕竟以色列的打击范围可不止是加沙地带。
巴以停火协议生效期间，叙利亚的多处机场曾遭到以方的轰炸，黎巴嫩地区也曾遭“白磷弹”攻击…………如此，谁还能放心的下来呢，没有人是傻子，以色列方面疯狂打击它国的行为必须得到控制，否则必将酿成大祸！",2023/12/3 23:16,广东,1,wangyi
61,突发！以军恢复杀戮行动，巴以冲突战火重新燃起！,"“和睦”维持了短短一周，突然又响起了爆炸声。以色列军队在加沙南部派发传单，要求当地的平民全部向南撤离，然而当地民众已经无路可退，以色列为何要进行毁灭民族的行动。巴勒斯坦和以色列的冲突中，谁对谁错？为了更生动形象地解释这段仇怨的来龙去脉，我们今天用最通俗易懂的方式来探讨。


3000多年前，犹太人就在现如今的巴勒斯坦地区建立过了自己的国家。而且在犹太人的记忆中，这里就是他们的故乡。然而，土地是固定的，而民族却无法永远定居。大约2000年前，犹太人被罗马人赶出这片土地，随后便再也没有找到安身之地，犹太人从此四处流离。在罗马帝国消失于历史舞台百年后，这片土地成了阿拉伯帝国的领土，阿拉伯人与当地的土著居民相互融合，慢慢的就形成了现代巴勒斯坦地区的阿拉伯人。而与此同时，海外漂泊的一千多万犹太人却始终未忘祖先的故土。
许多历史学者认为，犹太人是在二战之后被阿拉伯人接纳的，但事实并非如此。实际上，从一战开始，全球的犹太人便开始寻求建国，而他们心中的理想家园正是三千年前的巴勒斯坦地区。因此，若站在犹太人的角度看待这场建国运动，它当然具有合理性。一个民族三千年后仍保有对家国的眷恋和归属感，实在具有悲壮的一面。然而，从阿拉伯国家的角度看，所谓的犹太人“回家”是否不是个笑话呢？这片土地上我们已经居住了一千多年。这样一来，难道人类就应该把土地还给猿猴吗？其实，最初，犹太人并没有真正考虑过回归这片古老的土地。建国计划更像是一种虚幻的精神寄托，但没想到这个原本只是为民族安危而设的计划，最终竟然变成了现实。是谁推动了这一切？
在1917年，大不列颠及北爱尔兰联合王国的外交巨头向犹太族裔的罗斯柴尔德家族发函。他们表示同意犹太人在巴勒斯坦开辟疆土，并郑重承诺支持这一举措。
当时正值第一次世界大战肆虐的时代，战局未定。犹太人因善于从商而闻名，第二次工业革命后，借助更先进的生产技术，一些知名的犹太家族甚至可以媲美国家，罗斯柴尔德家族便是其中之一。英国人深谙战争时期金钱的重要性，财团的支持将有助于谁能在战争中占据主动。此外，犹太人渴望的土地恰好位于当时的敌人奥斯曼帝国的领土上。这完全是捉摸到了对方的心思。无法打败对手，这个承诺毫无疑问地打败了对手，即使当时无法将土地奖赏给犹太人，但在英国的支持下，这个原本只是虚幻的计划最终成为了现实。一个最初只是为振奋民族精神而设的计划居然成为了犹太人的希望所在，曾经流着蜂蜜和奶的土地如今让人唏嘘。当然，所有这些和当时的土地主人——阿拉伯人毫无关系。
第一次世界大战以同盟国的失败告终，此时这巴勒斯坦的管理权也转交给了大不列颠。然而，让犹太人始料未及的是，渣男般的英国只做出了口头承诺，而没有实际行动。但是犹太人却没管那么多，直接让大量的犹太人涌入巴勒斯坦地区。而且在1930年后，由于纳粹的迫害，巴勒斯坦的犹太人更是数量激增。
但是，巴勒斯坦地区的阿拉伯人同样备受困扰。怎么刚脱离奥斯曼帝国的控制，就成为大英帝国的殖民地。更令人难以接受的是，犹太人来到这片土地，却把原本的主人视为入侵者。双方发动的恐怖主义和暴力事件不断升级，而且无论是犹太人还是巴勒斯坦人都不满英国的管制，两方都认为英国在偏袒对方。
1946年7月，犹太复国主义恐怖组织炸毁了当时设于大卫王酒店内的巴勒斯坦政府总部，造成46人受伤，91人死亡。这不是巴勒斯坦人所为，而是当时的犹太人，后来成为以色列人，这段支线信息值得一提。这场恐怖袭击的策划者竟然后来成为了以色列总理，他的名字叫梅纳赫姆·贝京。这位后来获得诺贝尔和平奖的人物，在1978年获得了该奖项，但四年后的1982年，这位获得和平奖的梅纳赫姆又发动了第五次中东战争。这些仿佛讽刺电影一般的信息很容易找到，但有些人却选择视而不见。
二战结束后，曾经强大的英国已不再是当年的辉煌，全球反殖民运动蓬勃发展。撤离中东地区已成必然趋势。这时的英国忽然想起了30年前的承诺，即帮助犹太人建国。在英国的提议下，联合国将巴勒斯坦地区直接割裂成了两个国家：一个是巴勒斯坦阿拉伯国，另一个就是以色列国。这也可以说是英国送给这片土地的最后礼物。英国自诩为绅士，但在撤离殖民地时却从未绅士风度。他们让印度陷入了印巴之争，甚至在离开香港时也耍了手脚。可以说，如今巴勒斯坦土地上的仇恨，正是英国当年播下的种子。为了眼前的利益，他们把两桶火药放在一起，然后无辜地说：“我没有想点燃你们。”沙特国王曾经对此提出过疑问：大家也同情犹太人，但是他们建国时为什么要让阿拉伯人割地，谁答应犹太人就让谁画出一块土地给他们好了。
1948年5月14日，英国正式结束对巴勒斯坦地区的殖民掌控，与此同时，犹太复国主义者宣布成立以色列。然而第二天，叙利亚、伊拉克、约旦、埃及和黎巴嫩的军队相继进入巴勒斯坦地区，从此第一次中东战争正式爆发。
战争开始爆发后，阿拉伯联盟军队从多个方向迅速推进，从战局来看，消灭以色列只是时间问题。然而，当时新的幕后boss登场，美国紧急向联合国提议停火。此时的美国在二战中获得了丰厚收益，已经取代了英国，成为了世界第一强国。因此，阿拉伯国家只能暂时停止进攻，停火四周四个星期之后，以色列军队的人数增长到6万，并获得了先进的战机、坦克等武器。同时，以色列还制定了详细的进攻计划，先集中优势兵力攻击约旦部队，然后顶住训练有素的叙利亚军队的进攻，消灭黎巴嫩人，最后打击埃及军队。阿拉伯军队并不是铁板一块，以色列采用了逐一攻破的策略，阿拉伯各个国家没有全力支援盟友，最终导致他们输掉了第一次中东战争。回头看，这几乎是阿拉伯国家收复巴勒斯坦地区的最佳时机，
然而，此刻又浮现出一个新的谜题。为什么美国会在这个时候突然介入英国留下的这堆糟糕局面呢？除了追求强国地位以建立国际秩序的需要，除了犹太人在美国的影响力，除了美国和其他几个大国都不希望战后出现区域性国家，这些都是原因，还有更深层次的根源。英国支援犹太人是为了赢得战争，而美国则协助以色列是为了成为真正的全球霸主。美国的目标不仅仅是解决中东问题，更是为了在世界舞台上展现超凡的力量。他们想要成为地球舞台上的巨人，掌控着一切的主宰。因此，他们毫不犹豫地为以色列提供支持。这种改变背后隐藏着复杂的动机和利益纠葛。看一组数据就能明白美国的雄心。
1942年，为了节省汽油和燃料，美国运输办公室实施了一项国家计划，将驾驶速度限制在每小时35英里。在1943年，罗斯副总统慷慨解囊，向沙特阿拉伯提供财政支持，并郑重声明沙特石油对美国的安全至关重要。随着1950年四千万辆汽车驶上公路，美国成为了石油进口大国，每天进口约五十万桶。这展示了美国支援以色列的目标是纯粹而简单的。
如果我们对中东地理格局有所了解，就会发现一个有趣的问题：巴勒斯坦地区并非石油产区，若美国需要石油，更应该协助伊朗、沙特等国家。那么为何反而选择支持被石油国视为眼中钉的以色列呢？这正是美国聪明才智的体现。重要的不仅仅是数量，更在于风向的强度。只要扶持起了阿拉伯地区的眼中的以色列，这些对立国家将不得不服从美国的指挥。在接下来的日子里，美国不断向以色列提供武器和援助，这个刚刚建国几十年的小国竟然在激烈的战争中不断壮大，甚至在防守中发展出了核武器等高级武器，这使得阿拉伯国家对于收复巴勒斯坦地区几乎绝望。
美国的目的终于达成。沙特率先松动，1974年这个拥有中东1/3石油产量的国家，与美国签署了著名的不可动摇协议。尽管协议的内容至今没有公开，但从表现来看，美国向沙特提供了军事安全保障，作为交换，沙特政府承诺，将美元作为石油出口贸易的唯一计价和结算货币，而且保证使用石油收入购买美国国债和武器。正是这个不可动摇的协议，完全奠定了美元在国际金融领域的霸主地位。只要有国家需要从中东购买石油，就必须用美元结算。这样一来，全球都需要美元，这也就意味着美国几乎不必担心通货膨胀的问题，因为所有购买石油的国家都会为美国的通胀买单。
为了巩固美元在全球货币市场的地位，美国在中东地区费尽心思。今年恰好是伊拉克战争爆发已经20个年头了。在2003年3月20日，美国单方面对伊拉克展开了军事行动，理由是伊拉克拥有大规模杀伤性武器并且在暗中支持恐怖分子。然而直到2011年12月18日撤出伊拉克时，美国在当地也没有找到任何关于大规模杀伤性武器的证据。伊拉克战争结束后，当时的总统小布什第一时间颁布法令，将伊拉克石油出口的结算货币由欧元改成美元，以此保护美元在全球金融市场上的霸主地位，这恰巧印证了这场战争的真正目的。
关注我！给你带来更多的时事解读！！！",2023/12/4 1:06,广东,1,wangyi
62,巴以又开始打起来了,"巴勒斯坦和以色列又再次打响，我前段时间就说过，停火协议只是临时的，最终的结果以色列要把哈马斯赶尽杀绝的，现在以色列命名巴勒斯坦往更南的加沙地带迁移，很明显就要把巴勒斯坦挤向绝路！


目前的情况，也有可能与冲突中，
以色列总统赫尔佐格的幼子乔治在战争中失联，原本去镀金的目前失联，生还的可能性基本为0%了，以色列总统肯定会变本加厉的，这对
这个政治世家的巨大打击。不然赫尔佐格总统立刻关停所有公务，与夫人一起全力寻找孩子的下落。另外一个重要原因，总理侄子疑也在战争中死亡有不解之因，都是去镀金去的，现在都死亡了，
导致目前以色列不顾国际社会的万夫所指也要打巴勒斯坦！以后哪个国家还敢和以色列建交吗？以色列目前面临的外交压力应该已经很大了！
那么问题来了，
?：以色列目前的状况，会对以色列在国际的外交有无影响呢？
?：巴勒斯坦怎么样才能有防守反击的机会？
#挑战30天在头条写日记#
#巴以冲突已致超3200人死亡#
#巴以冲突聊聊你的看法#",2023/12/4 7:34,广东,1,wangyi
63,巴以停火结束，战火再起,"


路透加沙/开罗12月3日 - 以色列军方表示，其地面部队周日正在加沙地带对哈马斯采取行动，这是迄今为止最明确的迹象，表明随着以色列的轰炸造成人员伤亡和伤亡，对飞地人口稠密的南部地区计划进行的地面进攻已经开始。造成数十名巴勒斯坦人受伤。

巴勒斯坦激进组织哈马斯表示，其武装分子在距离南部城市汗尤尼斯约2公里（1英里）处与以色列军队发生冲突。居民中许多人搬到那里是为了逃离以色列-巴勒斯坦冲突中早些时候的袭击，他们说他们可以听到坦克开火的声音，并担心以色列正在发起新的地面攻势。
以色列军方早些时候命令人们撤离该市及其附近的一些地区，但没有宣布任何新的南部地面袭击。
发言人海军少将丹尼尔·哈加里在特拉维夫对记者说：“以色列国防军继续扩大对整个加沙地带哈马斯中心的地面行动。” “部队正在与恐怖分子面对面并杀死他们。”
航运袭击

周日红海南部的航运袭击加剧了人们对冲突蔓延的担忧。
美国国防部表示，三艘商船在红海国际水域遭到也门伊朗盟友胡塞运动的袭击，一艘在该地区执行任务的美国驱逐舰在回应求救信号时击落了三架无人机。
胡塞武装发言人表示，周日，其海军用一架武装无人机和一枚导弹袭击了红海的两艘以色列船只，但以色列军方发言人表示，这两艘船只与以色列没有联系。
另外，美国针对无人机袭击的“迫在眉睫的威胁”在伊拉克进行了自卫打击。目前尚不清楚这些事件是否有关联。
难民营罢工
据报道，哈马斯统治的加沙北部的贾巴利亚难民营是遭受空袭的地点之一。加沙卫生部发言人表示，以色列空袭造成多人死亡。
路透社获得的视频显示，一名男孩全身沾满灰色灰尘，坐在破碎的水泥和倒塌建筑物的瓦砾中哭泣。
“我的父亲殉难了，”他用沙哑的声音喊道。一个穿着粉色运动衫、也沾满灰尘的女孩站在废墟堆之间。
居民说，战机和大炮的轰炸也集中在加沙南部的另一个城市汗尤尼斯和拉法，医院正在努力应对伤员的流动。
以色列政府发言人艾隆·利维(Eylon Levy)表示，军方在周末袭击了400多个目标，“包括对汗尤尼斯地区的大规模空袭”，还杀死了哈马斯武装分子，摧毁了他们在北部拜特拉希亚的基础设施。
周五，以色列军队与哈马斯武装分子之间的战斗暂停了7 天，随后双方以 105 名人质（其中大部分是以色列人）交换了 240 名巴勒斯坦囚犯，随后又爆发了战争。

尽管以色列最亲密的盟友美国呼吁以色列在以南部为重点的新阶段攻势中限制对巴勒斯坦平民的伤害，但最新的暴力事件还是发生了。
据加沙卫生部称，哈马斯10月7日跨境袭击以色列南部后爆发了近两个月的战争，造成1,200名以色列人死亡，约240人被扣为人质，造成超过15,523人死亡。以色列称哈马斯继续扣押 136 名人质。

以色列发誓要消灭哈马斯。这个伊朗支持的组织发誓要摧毁以色列。哈马斯最初的袭击和随后的战争是长达数十年的以巴冲突中最血腥的一幕。
驻黎巴嫩的哈马斯官员奥萨马·哈姆丹指责以色列采取蓄意战略，迫使加沙平民南下，以便在那里诱捕并杀害他们。
“很明显，占领者声称……加沙地带南部存在安全区，并不断呼吁公民前往那里，这是一个有预谋的计划和陷阱，目的是对手无寸铁的平民进行更多屠杀，南部的流离失所者，”他告诉记者，但没有引用证据。“没有安全区域。”
以色列军方发言人乔纳森·康里克斯告诉美国有线电视新闻网，以色列军队的目标是哈马斯指挥和控制中心、武器储存和后勤设施，并要求巴勒斯坦人撤离到加沙南部汗尤尼斯附近的一个特别人道主义区。
“它并不完美，但它是我们目前可用的最好的解决方案，”Conricus 说。
担心地面进攻
加沙居民周日早些时候表示，他们担心以色列即将对南部地区发动地面进攻。坦克切断了加沙中部汗尤尼斯和代尔巴拉赫之间的道路，实际上将加沙地带一分为三。
以色列军方命令巴勒斯坦人撤离汗尤尼斯及其周围的几个地区。它贴出了一张地图，突出显示了他们应该前往汗尤尼斯以西和与埃及边境的拉法以南的避难所。
许多居民开始收拾行李，但表示他们被告知要去的地区本身也遭到了袭击。
纳比尔·甘杜尔告诉路透社，他和家人将于周日晚些时候离开汗尤尼斯前往拉法，这是自冲突开始以来他们第五次前往寻求安全。
“我们看不到任何安全区域，”他说。“但我们搬家是因为我们能做什么？我们有孩子，整夜都在炮击。”
周日晚些时候，加沙卫生部官员表示，拉法一所房屋遭到空袭，造成七人死亡。以色列军方没有立即回应置评请求。
隧道遭袭
以色列军方周日表示，其战机和直升机袭击了哈马斯目标，包括隧道竖井、指挥中心和武器储存设施。报告称，海军袭击了沿海的哈马斯船只。
军方拒绝透露空袭次数的数字。
另一方面，以色列军队和真主党武装分子在以色列和黎巴嫩边境交火，以色列表示，一枚从黎巴嫩发射的反坦克导弹击中以色列北部拜特希勒尔地区的一辆汽车，造成数名以色列士兵受伤。路透社无法独立核实这些账户。",2023/12/4 10:07,北京,1,wangyi
64,巴以战争——“阴谋”？,"10月7日，哈马斯发动火箭弹袭击，以色列宣布进入战争状态。


有人说，此次袭击哈马斯“预谋”已久；有人说，以色列另有“阴谋”。
很显然，哈马斯为此次袭击做了充分准备，包括武器装备，攻击目标，方式时机等，都做了必要的功课。“预谋”是肯定的。哈马斯有着自己的考量，包括自己的生存和阿拉伯世界的团结……
然而，人们越来越发现，反而是以色列的很多事情，令人不解，甚至质疑——这是否是个“阴谋”？
首先，在战争初期，包括以色列国防军情报部门负责人阿 哈龙·哈利瓦，国家安全总局（辛贝 特）局长罗嫩·巴尔表示，都出来表示自己皆负有责任。
什么责任？没有预判，还是预判失误，还是“故意放纵”？
紧接着，美国接连派出两艘航母进入该地区，“倾力相助”，“永远都在”，欲意何谋？并且以色列是连续打击，断不停火。
最关键，近来有美媒曝出，袭击之事以色列是预先已知——获得了袭击情报！但是，却没有采取预防措施，为什么？
仅仅是因为失误？不至于吧！
那其中是否还有更深的用意呢？“欲擒故纵”？欲其亡先令其狂？还是……
有消息说，以色列准备在加沙地带冲突结束之后，将杀死在全球各地的哈马斯领导人，包括现居卡塔尔的哈立德·梅沙尔。而这，可不是一天两天，十年二十年了，上世纪就开始了，但终未成功。
怎样实施是个问题，无缘无故肯定不行。所以，找个机会是必须的……
有人寻求和平，有人想乱中取胜，还有一些阴谋家在酝酿更大的行动……
未来，世界将更加不安定！",2023/12/4 10:24,广东,1,wangyi
65,本次巴以冲突结束后世界会怎么样？,"本次巴以冲突加剧以来，以色列的声势很大，并且和世界上很多国家，包括联合国都怼上了。由此折射出以色列内部的集体心理危机感。其实，以色列的危机感，有一部分是心理上的幻觉，是对当前和未来国家局势的推断出现了部分错觉。其实，只要美国站在以色列身后，同时以色列能够停止扩张脚步的话，以色列其实是安全的。国际局势中，有一种微妙的平稳机制，当然这种平稳机制，不是英国当年的均势外交和离岸平稳，这种平稳机制是国际关系中本来就固有的，是一种内在调节机制。类似《道德经》中的天之道，天之道，损有余以益不足。天之道就是来平稳人之道的，因为人之道，损不足以益有余。也类似于一个道理，微小不一定要挨打，好强和强出头可能会挨打一样。根据这个道理，大体可以推断出，只如果以色列及时停止脚步的话，如果以色列能够真正明白知止的话，一些国家会向以色列敞开心扉的。唯有知止，才可能有真正和平共赢的可能，但是要做到知止，很难。本次巴以冲突加剧，总会有结束的一天，而本次巴以冲突结束后，非洲将会迎来大进展，非洲会成为各国投资者的掘金地，成为带动世界经济新一轮增长的新引擎，非洲进展起来后，就轮到拉丁美洲大进展了。

",2023/12/4 12:31,广东,1,wangyi
