,Title,Content,time,Location,ID,platform
36,加沙哈马斯迎来重大利好,"以色列考虑将哈马斯大规模驱逐出加沙
以色列正在考虑允许数千名哈马斯低层成员离开加沙地带并接受流亡到另一个国家。
该提案不包括高级领导层，以色列同意不在外国领土上杀害他们。",2023/11/30 18:10,上海,1,wangyi
37,西班牙首相：加沙的情况“不可接受”,"参考消息网11月30日报道 据路透社11月30日报道，西班牙首相佩德罗·桑切斯30日表示，鉴于加沙平民的伤亡人数，他怀疑以色列是否遵守了国际人道法。
报道称，桑切斯在接受西班牙国家电视台采访时说：“我们所看到的镜头画面以及有越来越多的儿童死亡，我非常怀疑（以色列）是否遵守了国际人道法。”
桑切斯还说：“我们所看到的加沙正在发生的情况是不可接受的。”
据法新社此前报道，以色列外交部11月24日召见了西班牙和比利时大使，就两国领导人有关以色列在加沙发动攻势的言论对两国大使“严厉斥责”。
报道称，比利时首相亚历山大·德克罗24日在访问加沙与埃及之间的拉法口岸时说，以色列的“行动需要遵守国际人道主义法”，并且谴责对加沙地带的破坏是“不可接受的”。西班牙首相桑切斯表达了同样的观点，说在巴勒斯坦领土上“滥杀无辜平民”是“完全不可接受的”。两位领导人都呼吁在这个饱受战争蹂躏的地区永久停火。
对此，西班牙外交部迅速作出反应，召见以色列大使，要求后者解释其政府对西班牙首相“不实和不可接受的”指控。（编译/张琳）",2023/11/30 19:51,北京,1,wangyi
38,加沙继续停火 条件不变,"以色列与巴勒斯坦伊斯兰抵抗运动（哈马斯）11月30日早晨分别发表声明说，当天在加沙地带继续停火。这是临时停火协议延长两天后再次延长。哈马斯高级官员29日表示，哈马斯愿意释放全部在押以色列军人，换取以方释放所有关押在监狱里的巴勒斯坦人。
临时停火再延一天
以色列与哈马斯在加沙地带的临时停火定于当地时间11月30日早晨到期，双方在最后时刻同意停火再延长一天。
据卡塔尔通讯社报道，卡塔尔外交部发言人安萨里30日证实，巴以双方同意将加沙地带人道主义临时停火协议延长一天，条件不变。安萨里还表示，各方正致力于达成永久停火协议。
加沙地带的临时停火协议当地时间24日上午7时正式生效，原定为期4天，双方同意延长两天至30日早晨。停火期间，哈马斯和以色列已分别释放6批被扣押人员。
巴勒斯坦消息人士告诉新华社记者，以色列30日凌晨释放了第六批巴勒斯坦被扣押人员，他们已乘车离开位于约旦河西岸的奥弗监狱。巴勒斯坦被关押者事务委员会提供给记者的名单显示，被释放人员包括15名未成年人和15名妇女。
根据临时停火协议，以色列允许人道主义援助物资进入加沙地带。
哈马斯准备“全面互换”
正在南非访问的哈马斯高级成员巴塞姆·纳伊姆29日告诉媒体记者，哈马斯正就延长停火“艰难谈判”，并做好释放所扣押的全部以方军人、换取以方释放所有在押巴方人员的准备。
哈马斯曾于2011年与以色列达成协议，用被其俘虏的一名以色列士兵换得以方释放1000余名在押巴勒斯坦人。
美联社分析，随着哈马斯已释放绝大多数被扣押在加沙地带的妇女儿童，其与以色列之间互换被扣押人员的谈判变得愈发艰难。在关于释放以色列成年男性和军人的问题上，哈马斯希望争取到更多在押巴方人员获释。
据巴方数据，以色列现阶段关押约7200名巴勒斯坦人，包括本轮巴以冲突爆发以来逮捕的约2000人。按照现阶段执行的停火协议，哈马斯每释放1名以色列妇女或儿童，以色列释放3名巴勒斯坦人。
以色列：消灭哈马斯目标不变
哈马斯释放约百名被扣押人员后，以色列军方认为，仍有大约145人被扣押在加沙地带。据美联社报道，这其中包括数十名以色列军人。
哈马斯30日早些时候称，以方拒绝了哈马斯提供的第七批释放人员名单，其中包括7名妇女儿童和3名死于以军在加沙地带轰炸行动的被扣人员遗体。以方暂未予以回应。
以总理内塔尼亚胡29日发表视频声明说，以军将在停火结束后恢复军事行动，直至消灭哈马斯。以军方当天发表声明说，以军总参谋长哈莱维在南方司令部总部会议上批准了停火结束后加沙地带的作战计划，称“已为下一阶段做好准备”。以国防部长加兰特在另一份声明中说，以军已“做好立即恢复战斗的准备”。
据新华社",2023/12/1 0:29,北京,1,wangyi
39,加沙停火期满，以色列成功拦截火箭，加沙再次爆发战斗,"加沙停火期满，以色列成功拦截火箭，加沙再次爆发战斗！
以色列军队发表声明说，他们已经恢复了对加沙地带哈马斯的战斗。以色列军队表示，是哈马斯违反停火协议，向以色列领土开火。以色列军方发言人阿维哈伊·阿德拉尔表示，有一枚火箭从加沙地带发射到加沙边界地区，被“铁穹”系统拦截。
在停火即将结束的前一个小时，以色列表示拦截了一枚来自加沙的火箭，而与哈马斯相关的媒体报道称，在巴勒斯坦飞地北部传来爆炸声和枪声。
就在截止时间前的几分钟，以色列军方说，以色列靠近加沙的地区再次响起了警报声。
哈马斯没有立即作出评论或对发射事件进行宣称。
这次为期七天的休战始于11月24日，已经延长了两次，这使得加沙囚禁的数十名人质与数百名巴勒斯坦囚犯进行了交换，并为人道主义援助物资进入这个被摧毁的飞地创造了条件。
卡塔尔和埃及一直在进行积极的努力，试图延长休战，此前他们已经在周四交换了最新一批8名人质和30名巴勒斯坦囚犯。
以色列此前曾将每天释放10名人质作为最低标准，以暂停其地面进攻和轰炸行动。
在停火到期之前，以色列总理本雅明·内塔尼亚胡的顾问马克·雷格夫在CNN表示：“我们准备好应对所有可能性...没有这样，我们就会重新开始战斗。”
以色列发誓要消灭执政加沙的哈马斯，作为对激进组织10月7日暴行的回应，以色列称武装分子杀死了1200人并劫持了240名人质。
以色列进行了激烈的轰炸和地面入侵作为报复。联合国认可的巴勒斯坦卫生当局称，已有超过15000名加沙人被确认死亡。
周四的释放将休战期间释放的人质总数增至105名，并有240名巴勒斯坦囚犯被释放。
随着囚禁的以色列妇女和儿童减少，延长停火可能需要哈马斯设定释放以色列男性的新条件，包括士兵在内。
而激进组织可能反过来要求交出巴勒斯坦男性囚犯。到目前为止，每释放一名以色列人质，就有三名巴勒斯坦囚犯获释。
据巴勒斯坦媒体今日报道，在加沙地带北部听到爆炸声和枪声，描述在加沙城西北部地区有大量战机和无人机飞行。
同时，据以色列“Walla”网站称，尽管有关加沙地带停火延长的报道，但是在塞德罗特城和吉瓦亚姆、埃弗斯、涅尔等定居点都听到了警报声。",2023/12/1 14:07,黑龙江,1,wangyi
40,以色列猛烈反击，加沙地带再起烽火！,"当地时间12月1日，加沙地带临时停火协议到期后，以色列空袭加沙地带南部。据以色列国防军发表的声明称，巴勒斯坦伊斯兰抵抗运动方面违反了停火协议，向以色列境内开火。该声明还表示，以色列国防军已恢复对加沙地带哈马斯组织的军事打击行动。此外，以军还对加沙地带附近的以色列社区拉响了防空警报，以色列领土遭到多枚自加沙地带发射的火箭弹袭击。
巴勒斯坦消息人士告诉新华社记者，以军已对加沙地带北部、中部和南部多个地区发动空袭，并与巴方武装人员在加沙城等地发生激烈冲突。加沙地带卫生部门消息人士向记者透露，以军当天最新一轮空袭已造成加沙地带至少10人死亡、多人受伤。
目前双方冲突仍在持续，希望国际社会能够尽快调解，让战争早日结束。生命在战争中如此脆弱，我们呼吁所有冲突方停止冲突，尽快恢复和平。让战争早日结束，让人民过上和平安宁的生活。
在加沙地带，人们再次经历了战争的残酷和苦难。随着炮火的响起，无辜的生命在战争的硝烟中消逝。在这个时刻，我们不禁要问：这样的战争究竟带来了什么？
首先，战争给人们带来了无尽的痛苦和苦难。在加沙地带，居民们再次经历着战争的摧残和折磨。他们无处可逃，无路可走，只能默默地承受着这一切。而那些失去亲人的家庭更是痛苦不堪，他们的伤痛将永远无法愈合。
其次，战争给地区带来了不稳定和危险。随着冲突的升级，不仅加沙地带的安全形势更加严峻，以色列的安全也受到了威胁。双方冲突仍在持续，这无疑给这个地区带来了更多的紧张和不安全。
此外，战争也阻碍了和平进程的发展。尽管国际社会多次呼吁双方尽快停止冲突，恢复和平谈判，但目前的情况仍然十分严峻。在这样的背景下，我们不禁要问：和平究竟还有多远？
面对这样的现实，我们呼吁所有冲突方停止冲突，尽快恢复和平。我们希望国际社会能够发挥积极作用，为缓解紧张局势、促进和平进程做出更多努力。同时，我们也希望所有的人都能珍惜生命、珍视和平，让战争早日结束，让人民过上和平安宁的生活。
在这个时刻，我们更应该关注那些在战争中受到伤害的人们。我们应该关注他们的痛苦和苦难，关注他们的需求和权益。我们应该尽一切可能去帮助他们，让他们重新获得生活的希望和勇气。
最后，让我们再次呼吁：停止战争，实现和平！让那些无辜的生命不再受到伤害，让那些无辜的家庭不再承受痛苦。让我们共同努力，为和平而奋斗！",2023/12/1 15:51,贵州,1,wangyi
41,以色列恢复在加沙地带军事行动后 加沙已有32人死亡,据巴勒斯坦官方通讯社“瓦法”当地时间12月1日报道称，自当天以色列恢复对加沙地带巴勒斯坦伊斯兰抵抗运动（哈马斯）的军事行动后，加沙地带已有32人死亡，其中大多数是妇女和儿童。（总台记者 次晓宁）,2023/12/1 18:35,北京,1,wangyi
42,加沙战火重燃，加沙卫生部门：已有32人丧生,"参考消息网12月1日报道 据俄罗斯卫星社12月1日报道，加沙地带卫生部门表示，人道主义停火结束后，1日早上，以色列袭击加沙地带造成的死亡人数已升至32人。
据报道，加沙地带卫生部门称：“停火结束后三小时内，以色列占领者的大规模杀戮造成的死亡人数升至32人，数十人不同程度地受伤，死伤者大多是妇女和儿童。”
另据路透社和美联社报道，以色列军方12月1日宣布，以军战机当天袭击了加沙地带的哈马斯目标。此前持续了七天的停火被打破，加沙地带再次全面爆发战争。
据报道，距离当地时间12月1日上午7时停火到期仅30分钟，以色列军方就宣布发动空袭。以色列方面称，他们在这个时间到来前一小时拦截了从加沙发射的一枚火箭弹。
以军方说，距离停火终止时间还有几分钟的时候，加沙附近的以色列地区再次响起火箭弹警报。
据报道，哈马斯没有立即发表评论，也没有声称对所谓的火箭弹袭击负责。
社交媒体上的图片显示，加沙最大的难民营杰巴利耶难民营上空升起大量黑烟。
加沙地带内政部门说，空袭打击了加沙南部，包括汗尤尼斯以东的阿拜桑阿社区。另一次空袭击中了加沙城西北部的一处住宅。
据报道，在以色列，加沙附近的三个社区农场拉响了警报，警告即将有火箭弹袭来，这表明哈马斯也恢复了袭击。（编译/葛雪蕾 赵菲菲）",2023/12/1 18:47,北京,1,wangyi
43,以军恢复空袭 加沙至少32人丧生,"来源:新华社
新华社加沙12月1日电（记者柳伟建）以色列国防军12月1日恢复对加沙地带空袭。据巴勒斯坦电视台报道，截至目前，空袭已导致至少32名巴勒斯坦人丧生，另有数十人受伤。
当地时间上午7时（北京时间13时），巴勒斯坦伊斯兰抵抗运动（哈马斯）和以色列在加沙地带的临时停火结束。以色列国防军发表声明说，已恢复在加沙地带与哈马斯的战斗。以军说，与加沙地带邻近的以色列社区拉响防空警报，以色列领土遭到多枚自加沙地带发射的火箭弹袭击。以军战机正在打击加沙地带的哈马斯目标。
以色列国防军还发表声明称，为对下一阶段作战做好准备，以军已向加沙地带居民发布了疏散地图。加沙地带在地图中被划分为多个区域以便撤离。
卡塔尔外交部同日发表声明，对“以色列恢复入侵加沙”深表遗憾。声明说，双方的停火谈判仍在持续，卡塔尔将与其他调停者继续斡旋，以实现人道主义临时停火。（参与记者：王卓伦、张天朗、汪强）",2023/12/1 19:02,北京,1,wangyi
44,加沙战火重燃，已有32人丧生,"据俄罗斯卫星社12月1日报道，加沙地带卫生部门表示，人道主义停火结束后，1日早上，以色列袭击加沙地带造成的死亡人数已升至32人。
据报道，加沙地带卫生部门称：“停火结束后三小时内，以色列占领者的大规模杀戮造成的死亡人数升至32人，数十人不同程度地受伤，死伤者大多是妇女和儿童。”
另据路透社和美联社报道，以色列军方12月1日宣布，以军战机当天袭击了加沙地带的哈马斯目标。此前持续了七天的停火被打破，加沙地带再次全面爆发战争。
据报道，距离当地时间12月1日上午7时停火到期仅30分钟，以色列军方就宣布发动空袭。以色列方面称，他们在这个时间到来前一小时拦截了从加沙发射的一枚火箭弹。
以军方说，距离停火终止时间还有几分钟的时候，加沙附近的以色列地区再次响起火箭弹警报。
据报道，哈马斯没有立即发表评论，也没有声称对所谓的火箭弹袭击负责。
社交媒体上的图片显示，加沙最大的难民营杰巴利耶难民营上空升起大量黑烟。
加沙地带内政部门说，空袭打击了加沙南部，包括汗尤尼斯以东的阿拜桑阿社区。另一次空袭击中了加沙城西北部的一处住宅。
据报道，在以色列，加沙附近的三个社区农场拉响了警报，警告即将有火箭弹袭来，这表明哈马斯也恢复了袭击。
来源：参考消息",2023/12/1 20:03,山东,1,wangyi
45,以军恢复空袭 加沙至少32人丧生,"以色列国防军12月1日恢复对加沙地带空袭。据巴勒斯坦电视台报道，截至目前，空袭已导致至少32名巴勒斯坦人丧生，另有数十人受伤。
当地时间上午7时（北京时间13时），巴勒斯坦伊斯兰抵抗运动（哈马斯）和以色列在加沙地带的临时停火结束。以色列国防军发表声明说，已恢复在加沙地带与哈马斯的战斗。以军说，与加沙地带邻近的以色列社区拉响防空警报，以色列领土遭到多枚自加沙地带发射的火箭弹袭击。以军战机正在打击加沙地带的哈马斯目标。
以色列国防军还发表声明称，为对下一阶段作战做好准备，以军已向加沙地带居民发布了疏散地图。加沙地带在地图中被划分为多个区域以便撤离。
卡塔尔外交部同日发表声明，对“以色列恢复入侵加沙”深表遗憾。声明说，双方的停火谈判仍在持续，卡塔尔将与其他调停者继续斡旋，以实现人道主义临时停火。（参与记者：王卓伦、张天朗、汪强）
来源：新华网",2023/12/1 21:02,北京,1,wangyi
46,加沙战火重燃，已有32人丧生,"据巴勒斯坦官方通讯社“瓦法”当地时间12月1日报道称，自当天以色列恢复对加沙地带巴勒斯坦伊斯兰抵抗运动（哈马斯）的军事行动后，加沙地带已有32人死亡，其中大多数是妇女和儿童。
来源丨央视新闻（版权归原作者所有，如有侵权请联系删除）",2023/12/1 21:22,甘肃,1,wangyi
47,加沙暂时停火为何走向尽头？,"星期五早上，以色列和哈马斯之间的战斗重新开始，他们结束了双方之间达成的为期七天的停火协议。在这7天短暂停火期间，人质和囚犯被释放，急需的人道主义援助到达了加沙地带。
那么为什么停火结束了呢？
在停火将于当地时间07：00（格林威治标准时间05：00）结束前一小时，以色列国防军（IDF）报告说，加沙地带附近的社区正在响起警报声，然后生成以军成功拦截了哈马斯从飞地发射的火箭。
一小时后，以色列军方表示战斗已经恢复，指责哈马斯违反了协议条款。
以色列国防军随后表示，其战斗机正在袭击加沙地带的哈马斯目标。
不久之后，以色列总理本雅明·内塔尼亚胡表示，哈马斯不同意释放更多的人质，违反了协议条款。
然而，哈马斯指责以色列恢复战斗，称它拒绝“接受所有释放其他人质的提议”。
它在一份声明中说：“占领者率先决定恢复犯罪侵略，”指责美国总统乔·拜登 “在加沙地带继续犯下犹太复国主义战争罪行”，并 “为以色列开了绿灯”。
该组织承诺，“抵抗运动”将“面对所有战线的侵略并恢复其英勇行动”。
在为期一周的停火期间，内塔尼亚胡一直受到压力，特别是来自其政府中的右翼分子的压力，要求重新开始战争。以色列一直明确表示，一旦协议结束，对哈马斯的打击将重新开始。
尽管如此，仍有希望达成新的协议。迄今为止，卡塔尔在停火谈判中发挥了至关重要的作用。卡塔尔周五证实，谈判仍在继续，“目的是恢复暂时停火”。
战争恢复后，加沙目前的局势如何？
在战斗恢复后的七个小时内，哈马斯管理的卫生部表示，已有60多人丧生。当然哈马斯发布的信息一直水分很大。
爆炸发生后，联合国儿童基金会的詹姆斯·埃尔德（James Elder）在加沙南部的一家医院接受了BBC的采访，称这种情况“令人恐惧”。
他说，这“对人们来说是可怕的”，“你看到他们脸上的恐惧”，并补充说，打击就发生在他所在的设施附近。
他说，医院里挤满了成千上万的人，一些家庭已经在那里的床垫上生活了数周，将停火的结束描述为“每个人都完全害怕的噩梦”。
在停火之前，加沙地带遭到了广泛的破坏，因为以色列对哈马斯10月7日的致命袭击进行了报复行动。
以色列声称使用了10,000多枚炸弹和导弹。BBC分析发现，加沙很多建筑物可能遭受破坏，其中大部分集中在北部。
打击也使人道主义援助陷入停顿。援助机构能够利用战斗的暂停来获得关键的援助，但团队报告说，在他们到达的许多地区发现了破坏和灾难。
接下来会发生什么呢？
尽管谈判仍在继续，并且有希望达成新协议，但目前局势很明显，战争已经恢复。
在加沙地带北部，特别是加沙城周围，进行了数周的激烈战斗之后，以色列军方现在似乎将大部分注意力集中在南部，据报道，那里再次发生空袭。
以色列国防军还绘制了一张加沙地图，分为2000多个区域，据称该地图将用于帮助加沙人民逃离未来的战斗。
以色列在网上发布了这张标有编号区域的地图，并表示这是为了帮助平民为“下一阶段的战争”做准备。
以色列国防军表示，该地图被划分为多个区域，使人们能够“在需要时从特定地点撤离，以确保安全”。
星期五，以色列战斗机在加沙南部最大城市汗尤尼斯以东和以北地区投下传单。传单没有提到任何编号的街区，但阿拉伯语的一条消息告诉四个命名但未编号的地区的居民“立即撤离并前往拉法的避难所”。
在美国国务卿安东尼·布林肯（Antony Blinken）会见以色列官员之后，他坚持认为下一阶段的战争必须确保平民受到保护。
布林肯表示，他已告诉以色列政府，它必须避免巴勒斯坦人进一步大规模流离失所，并避免对医院、发电站和供水设施等关键基础设施的破坏。",2023/12/2 5:45,上海,1,wangyi
48,加沙卫生部门：以军恢复军事行动以来加沙死亡人数已升至178人,据央视新闻，当地时间12月1日晚，加沙卫生部门在其官方社交媒体账号上表示，自当天上午以军恢复在加沙地带的军事行动以来，截至当地时间1日20时，加沙地带的死亡人数已上升至178人，另有589人受伤，其中大多数是妇女和儿童。,2023/12/2 3:01,浙江,1,wangyi
49,被哈马斯高官邀请访问加沙，马斯克访问加沙现状考量安全,"在科技与政治交汇的复杂世界中，埃隆·马斯克这个名字再次成为众多媒体聚光灯下的焦点。这位备受争议的亿万富翁和创业家，因接受了来自巴勒斯坦伊斯兰抵抗运动（哈马斯）高级官员奥萨马·哈姆丹的邀请，而进入了国际政治舞台的中心。
哈姆丹希望马斯克能亲眼目睹以色列对加沙地带居民的影响，这一邀请不仅是对马斯克的考验，也是对整个国际社会的挑战。
邀请背后的深层含义
哈姆丹在贝鲁特的记者会上发出的邀请，并非单纯的访问请求。它反映了深层次的政治动机和地区冲突的复杂性。哈姆丹指责以色列在短期内对加沙地区进行了大规模的军事打击，并且强烈呼吁美国重新考虑其对以色列的支持。这种公开的政治声明，无疑将马斯克置于一个敏感而复杂的地位，考验着他作为企业家与政治观点之间的平衡。
马斯克的访问与回应
马斯克对此表示愿意为加沙的重建提供帮助，这不仅是对加沙人民的支持，也可能是对地区稳定的重要贡献。
马斯克的平衡术
马斯克的这一回应，显示了他在处理复杂国际关系时的谨慎和智慧。他没有直接回应哈姆丹的邀请，而是表达了对加沙长期繁荣的支持。这种回应既体现了对当前局势的理解，也显示了他作为一名企业家避免直接卷入地区冲突的意愿。
马斯克的这种态度，反映了一个更广泛的问题：在全球化时代，企业和个人如何在复杂的国际政治中保持中立和平衡。
加沙地带的临时停火
平衡艺术与未解之谜
埃隆·马斯克的回应和行动，虽然在一定程度上表明了他的立场，但也留下了许多未解之谜。他在国际政治中的角色究竟是什么？他将如何在支持加沙重建的同时保持与以色列的关系？
这些问题的答案，可能不仅影响着马斯克个人的未来，也可能成为影响中东地区乃至全球政治走向的关键因素。而这，正是文章结尾留给读者的深刻思考和无尽的争议。
马斯克影响力的考验
国际社会的反应
国际社会对马斯克的回应也是这一事件中不可忽视的一环。从各国政府到国际组织，从媒体到公众，人们对于马斯克这一政治动作的反应各异。一方面，有人认为马斯克的参与可能为加沙地区带来新的视角和解决方案；
另一方面，也有声音担忧这可能加剧地区的紧张局势，或被某些方面用作政治工具。
加沙地带的未来
马斯克表示愿意为加沙地带的重建提供帮助，这一承诺无疑给加沙地区带来了一线希望。但是，重建的过程充满挑战，包括资金、技术、安全以及政治因素。马斯克的介入能否真正促进加沙地带的长期和平与发展，还有待观察。同时，他的参与也可能成为推动地区和平进程的一个新动力。
中东地区的复杂局势
中东地区的局势历来复杂多变，各种政治、宗教和民族矛盾交织。马斯克的这一举动，插入了这个已经错综复杂的局势中。他的行动和言论将如何影响中东地区的平衡，是一个值得深入探讨的问题。
全球化与个人影响力
马斯克的行为，不仅影响着他自己和他的企业，也可能对全球政治格局产生深远的影响。
未来的不确定性
马斯克的这一举动，无疑为加沙地区乃至整个中东地区的未来增添了一份不确定性。他的每一步行动都可能引起连锁反应，影响地区乃至全球的政治与经济格局。同时，这也为观察者提供了一个独特的视角，去思考在这个全球化、多极化的世界中，一个个人或企业如何能在国际政治中发挥作用，以及这种作用的潜在后果。马斯克的故事，还远未结束，它的发展和结果，将是国际关系和全球政治研究的一个重要案例。
(免责声明）文章描述过程、图片都来源于网络，此文章旨在倡导社会正能量，无低俗等不良引导。如果涉及版权或者人物侵权问题，请及时联系我们，我们将第一时间删除内容！如有事件存疑部分，联系后即刻删除或作出更改。",2023/12/2 5:44,广东,1,wangyi
50,加沙重燃战火令世界揪心,"图片说明： 当地时间12月1日，以色列恢复对加沙地带军事行动后，加沙上空浓烟滚滚。 （IC photo）
本报驻埃及特派记者 黄培昭 任 重
当地时间1日，加沙战火重新燃起。停火协议当天7时到期后，以色列重新展开军事行动，对加沙地带进行空袭和炮击。“很遗憾，哈马斯决定结束停火……现在，它将承受最沉重的打击。”以色列政府一名发言人1日指责巴勒斯坦伊斯兰抵抗运动（哈马斯）未能兑现释放所有被扣押女性的承诺。在距离停火失效约1个小时前，以军方称，其导弹防御系统拦截了一枚从加沙地带发射的火箭弹。而根据哈马斯的说法，是以方拒绝了其为延长停火提出的交换条件。联合国秘书长古特雷斯1日表示，他对以色列和哈马斯恢复敌对行动深感遗憾。联合国人权事务高级专员（人权高专）图尔克称，重新开始战斗是“灾难性的”。巴勒斯坦加沙地带卫生部门说，1日上午已有超过60人死亡。
“加沙平民暂时的喘息结束了”
“随着恢复战斗，我们强调：以色列政府致力于实现战争目标——让我们的人质获释，消灭哈马斯，确保加沙不会再对以色列居民构成威胁。”以总理办公室1日发表声明称。当天，以色列指责哈马斯违反停火协议，并在停火时间到期后重新对加沙发起攻势。以色列国家安全部部长本-格维尔1日强硬地称，以军“必须返回并全力镇压加沙”。
路透社称，社交媒体流传的图片显示，贾巴利亚难民营上空升起大量浓烟。据英国《金融时报》报道，哈马斯媒体办公室1日称，在人口密集的地区，以色列多次空袭的目标是平民住宅。CNN说，以色列国防军1日在位于加沙南部的汗尤尼斯散发传单，将该城市称为“战区”，让当地居民“立即撤离”。它还在社交媒体上公布将加沙划分为数以百计的疏散区域的地图。
“新的战斗标志着加沙平民暂时的喘息结束了。”《金融时报》1日说。汗尤尼斯的居民曼苏尔·舒曼告诉卡塔尔半岛电视台，随着以色列恢复军事行动，他已被“数以万计”的人包围——他们来到纳赛尔医院寻求避难。舒曼目前躲在产房旁的帐篷内，“这里的平民普遍感到焦虑，人们不知道接下来会发生什么”。联合国儿童基金会发言人詹姆斯·埃尔德说，巴勒斯坦人再次感到恐惧。
据CNN报道，在以色列南部一些地区，空袭警报1日时而响起，这表明哈马斯或者是与其结盟的加沙其他武装组织向以色列发射火箭弹或炮弹。半岛电视台说，巴勒斯坦伊斯兰圣战组织（杰哈德）下属的圣城旅1日称，他们当天袭击了以色列城镇，这是为了回应“犹太复国主义敌人在今天早上对我们人民犯下的罪行”。
谈判仍在继续
事实上在停火协议到期之前，多家外媒就提及，延期可能面临巨大挑战。CNN说，对于11月30日释放的人质，哈马斯直到最后一刻都声称在寻找他们时遇到了困难，这一细节凸显停火的不稳定性。谈判代表此前就认为，哈马斯可能无法释放更多女性和儿童人质来将停火延长至第八天。根据达成的协议，哈马斯每天至少释放10名人质，作为交换，以色列每天释放至少30名巴勒斯坦“囚犯”。美联社说，当被问及哈马斯为何在11月30日只释放了8名人质时，哈马斯军方一名发言人称，前一天释放了12人，总人数已经达到以色列的要求。
CNN称，哈马斯1日说，延长停火的谈判彻夜举行，但以色列拒绝了该组织的“所有提议”，包括以老年人、在轰炸中丧生的人质遗体等交换被以色列扣押的巴勒斯坦人。以色列总理办公室回应称，这是哈马斯“基于宣传”目的的说法。以方认为，截至1日，仍有137人被哈马斯扣押，其中126名以色列人，11名外国人。被释放的人质总共110名。
由卡塔尔、埃及参与调解的释放人质谈判仍在进行。卡塔尔外交部1日表示，以色列恢复在加沙地带的军事行动使得各方的调解努力变得更加困难。
布林肯当面施压
“美国寻求重塑以色列对哈马斯的战争。”CNN1日以此为题刊文说，在以色列宣布恢复战斗前，美国向这位盟友施压，要求它保护平民，这是华盛顿在这场50多天的冲突中迄今“最重要的外交举措之一”。
“布林肯警告以色列官员，战争持续时间越长，来自全球的压力就越大。”美国Axios新闻网站引述知情人士的话说，11月30日与以色列“战时内阁”成员会谈时，美国国务卿布林肯要求了解其针对加沙南部的计划，并询问军事行动将持续多久。他得到的回复是，对加沙的军事行动预计“再花费几周以上”。布林肯没有要求以方停止行动，但表达了担忧。
《以色列时报》披露说，布林肯警告以色列无法用几个月的时间来“摧毁”哈马斯，因为拜登政府将面临日益增长的国内和国际压力。据Axios报道，布林肯11月30日在新闻发布会上称，他向以方明确表示，在对加沙南部采取任何军事行动前，以色列必须准备一个保护巴勒斯坦平民的计划，要么指定某些地方是安全区，要么允许加沙北部流离失所的人返回家园。CNN认为，布林肯的语气表明，白宫并未完全相信以色列的保证，即采取一切可能的措施来减少平民伤亡。比如他说，自己告诉以总理内塔尼亚胡，“目的很重要，结果也很重要”。
不过，据以色列《耶路撒冷邮报》报道，哈马斯媒体办公室1日回应停火结束时，指责美国“无视战争法和国际人道主义法，给以色列继续战争开绿灯”，并称巴勒斯坦人有权“以一切手段”自卫，并建立一个以耶路撒冷为首都的巴勒斯坦国。哈马斯一名成员1日告诉半岛电视台，解决方案不是停战，而是结束以色列的占领，“我们花了时间与所有调解人进行对话……但是侵略让一切都停止了”。他说，一些国家并没有准备付出更多努力来结束战争，“美国政府没有对以色列施加太大的压力”。▲",2023/12/2 6:33,北京,1,wangyi
51,以军要求加沙民众向更南方撤离,"参考消息网12月2日报道 综合外媒报道，12月1日，以色列和哈马斯的停火协议到期，双方重燃战火。巴勒斯坦方面称，停火结束以来已有178人丧生。加沙地带南部民众收到了以色列空投的撤退传单，援助卡车也停止进入加沙。
路透社报道，以军1日在加沙地带南部城市汗尤尼斯的东部散发传单，命令当地四个城镇的居民撤离到更南边的拉法。
传单上用阿拉伯语写着：“你们必须立即撤离，前往拉法的避难所。汗尤尼斯是一个危险的战斗地区。你们已经收到警告了。”
报道称，以色列发布了一个地图链接，显示加沙地带分为数百个地区，并称未来将使用该地图来传达哪些地区是安全的。
据俄罗斯卫星社报道，加沙地带卫生部门在社交媒体平台“电报”上表示，12月1日停火期满后，以色列对加沙地带袭击造成死亡人数已达178人。
加沙地带卫生部门称：“自上午到目前为止，以色列对加沙地带侵略已导致178人死亡，另有589人受伤，其中大部分是儿童和妇女。”
据路透社报道，埃及消息人士称，在战争重启后，从拉法口岸进入加沙地带的援助和燃料卡车于1日停运。停火期间，通过拉法过境点提供的援助数量有所增加，但仍远远少于所需数量。
报道称，联合国对加沙冲突重新爆发表示遗憾，称这场敌对行动是“灾难性的”，并敦促各方实现长期停火。联合国秘书长古特雷斯在社交媒体X上发帖说，他对敌对行动的恢复感到遗憾，并希望能够建立新的暂停。联合国儿童基金会呼吁持久停火，称对加沙的冲突不采取行动“是对杀害儿童的认可”。
斡旋方卡塔尔外交部1日表示，仍在与以色列和哈马斯进行谈判，以恢复破裂的暂停协议。卡塔尔外交部在一份声明中说，以色列恢复对加沙的轰炸，使其调解工作变得更加复杂。",2023/12/2 11:51,北京,1,wangyi
